,0,num,name,period,,5,6
232,,233.,Bercea Florian,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=124&leg=1996&cam=2
233,,234.,Berceanu Radu Mircea,2008-2012,senator,,/pls/parlam/structura2015.mp?idm=15&leg=2008&cam=1
234,,235.,Berci Vasile,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=30&leg=2012&cam=2
235,,236.,Berciu Ion,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=1&leg=1996&cam=2
236,,237.,Bereanu Neculai,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=18&leg=2012&cam=1
237,,238.,Berechet Constantin,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=32&leg=1992&cam=2
238,,239.,Bereczki Endre,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=40&leg=2000&cam=2
239,,240.,Béres ªtefan Vasile,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=30&leg=2008&cam=2
240,,241.,Bertzi Theodora,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=33&leg=1992&cam=2
241,,242.,Beºe George-Ioan,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=32&leg=1990&cam=2
242,,243.,Bezdadea Mariana,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=413&leg=1990&cam=2
243,,244.,Beznea Dumitru,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=33&leg=1990&cam=2
244,,245.,Bia Marian,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=34&leg=1990&cam=2
245,,246.,Bibire Ovidiu Genaru,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=34&leg=1992&cam=2
246,,247.,Bica Dãnuþ,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=31&leg=2016&cam=2
247,,248.,Bicã Ion,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=4&leg=1992&cam=1
248,,249.,Bichineþ Corneliu,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=32&leg=2016&cam=2
249,,250.,Bindea Liviu-Doru,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=9&leg=2004&cam=1
250,,251.,Birchall Ana,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=33&leg=2016&cam=2
251,,252.,Biriº Anamaria Mihaela,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=81&leg=1996&cam=2
252,,253.,Biro Zsolt-Istvan,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=34&leg=2016&cam=2
253,,254.,Biró Rozália-Ibolya,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=35&leg=2016&cam=2
254,,255.,Birtalan Akos,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=41&leg=2000&cam=2
255,,256.,Bitay Levente-Ladislau,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=379&leg=1992&cam=2
256,,257.,Bivolaru Gabriel,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=167&leg=1996&cam=2
257,,258.,Bivolaru Ioan,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=200&leg=2004&cam=2
258,,259.,Bivolaru Marin,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=35&leg=1990&cam=2
259,,260.,Bîciu Constantin,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=5&leg=2000&cam=1
260,,261.,Bîgiu Marian Cristinel,2008-2012,senator,,/pls/parlam/structura2015.mp?idm=16&leg=2008&cam=1
261,,262.,Bîrlãdeanu Alexandru,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=10&leg=1990&cam=1
262,,263.,Bîrlea Gheorghe,2008-2012,senator,,/pls/parlam/structura2015.mp?idm=17&leg=2008&cam=1
263,,264.,Bîrsan Iulian-Gabriel,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=4&leg=2004&cam=2
264,,265.,Bîrsãºteanu Floricã,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=417&leg=2012&cam=2
265,,266.,Bîtea Dumitru,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=421&leg=1990&cam=2
266,,267.,Bîzgan-Gayral Oana-Mioara,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=36&leg=2016&cam=2
267,,268.,Blaga Ionel,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=146&leg=1992&cam=1
268,,269.,Blaga Iosif Veniamin,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=31&leg=2008&cam=2
269,,270.,Blaga Vasile,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=20&leg=2012&cam=1
270,,271.,Blãjuþ Viorel-Ionel,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=32&leg=2012&cam=2
271,,272.,Blãnariu Valentin,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=33&leg=2012&cam=2
272,,273.,Bleahu Marcian-David,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1015&leg=1996&cam=1
273,,274.,Blejan Constantin,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1016&leg=1996&cam=1
274,,275.,Bleotu Vasile,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=34&leg=2012&cam=2
275,,276.,Boabeº Dumitru,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=33&leg=2008&cam=2
276,,277.,Boagiu Anca-Daniela,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=21&leg=2012&cam=1
277,,278.,Boajã Minicã,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=47&leg=2000&cam=2
278,,279.,Bobeanu Rãzvan-Petricã,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=42&leg=2004&cam=2
279,,280.,Bobeº Marin,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=34&leg=2008&cam=2
280,,281.,Boboc Alexe,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=402&leg=2000&cam=2
281,,282.,Boboc Cãtãlin,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=22&leg=2012&cam=1
282,,283.,Boboc Gheorghe,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=37&leg=1992&cam=2
283,,284.,Boboc Tudoriþa-Rodica,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=37&leg=2016&cam=2
284,,285.,Boboc Valentin Gabriel,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=38&leg=2016&cam=2
285,,286.,Boc Emil,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=48&leg=2000&cam=2
286,,287.,Boda Iosif,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=210&leg=1996&cam=2
287,,288.,Bode Lucian Nicolae,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=39&leg=2016&cam=2
288,,289.,Bodea Cristian Petru,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=23&leg=2012&cam=1
289,,290.,Bodea Marius,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=40&leg=2016&cam=2
290,,291.,Bodea Mircea,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=38&leg=1990&cam=2
291,,292.,Bodog Florian Dorel,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=13&leg=2016&cam=1
292,,293.,Boeriu Valeriu-Victor,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=25&leg=2012&cam=1
293,,294.,Bogaciu Alexandra-Corina,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=41&leg=2016&cam=2
294,,295.,Bogdan Daniel Marius,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=394&leg=2000&cam=2
295,,296.,Bogdan Florin,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1018&leg=1996&cam=1
296,,297.,Bogdan Gheorghe-Dãnuþ,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=42&leg=2016&cam=2
297,,298.,Bogdan Ioan,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=38&leg=1992&cam=2
298,,299.,Bogdãnici Camelia-Margareta,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=38&leg=2012&cam=2
299,,300.,Bogea Angela,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=49&leg=2000&cam=2
300,,301.,Boghicevici Claudia,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=39&leg=2012&cam=2
301,,302.,Boiangiu Cornel,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=50&leg=2000&cam=2
302,,303.,Boiangiu Victor,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=37&leg=2008&cam=2
303,,304.,Boilã Matei,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1017&leg=1996&cam=1
304,,305.,Boitan Minerva,2008-2012,senator,,/pls/parlam/structura2015.mp?idm=20&leg=2008&cam=1
305,,306.,Bokor Tiberiu,2008-2012,senator,,/pls/parlam/structura2015.mp?idm=21&leg=2008&cam=1
306,,307.,Bolcaº Lucian Augustin,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=253&leg=2004&cam=2
307,,308.,Bold Ion,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1020&leg=1996&cam=1
308,,309.,Boldea Mihail,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=38&leg=2008&cam=2
309,,310.,Bona Petru,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=40&leg=1990&cam=2
310,,311.,Bondariu Ionel,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=353&leg=1992&cam=2
311,,312.,Böndi Gyöngyike,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=52&leg=2000&cam=2
312,,313.,Bónis István,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=40&leg=2012&cam=2
313,,314.,Bontea Vlad,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=43&leg=2016&cam=2
314,,315.,Borbely Erno,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=41&leg=1990&cam=2
315,,316.,Borbély Emeric Dumitru,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=39&leg=1992&cam=2
316,,317.,Borbély László,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=41&leg=2012&cam=2
317,,318.,Bordeianu Dan,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=42&leg=2012&cam=2
318,,319.,Boroianu Aurel-Robert,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=44&leg=2016&cam=2
319,,320.,Boroianu Radu,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1021&leg=1996&cam=1
320,,321.,Boroº Emil,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=41&leg=1992&cam=2
321,,322.,Borsos Geza-Jozsef,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=43&leg=1990&cam=2
322,,323.,Borza Dorel Constantin Vasile,2008-2012,senator,,/pls/parlam/structura2015.mp?idm=22&leg=2008&cam=1
323,,324.,Borza Remus-Adrian,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=45&leg=2016&cam=2
324,,325.,Bostan Emil,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=41&leg=2008&cam=2
325,,326.,Boºneac Valentin Samuel,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=341&leg=2004&cam=2
326,,327.,Boºtinaru Victor,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=234&leg=1996&cam=2
327,,328.,Bot Octavian,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=43&leg=2012&cam=2
328,,329.,Bota Marius Sorin-Ovidiu,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=46&leg=2016&cam=2
329,,330.,Botescu Ion,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=40&leg=1996&cam=2
330,,331.,Botez Mihai-Cãtãlin,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=47&leg=2016&cam=2
331,,332.,Botiº Griguþã-Augustin,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=46&leg=1990&cam=2
332,,333.,Botiº Ioan-Nelu,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=43&leg=2008&cam=2
333,,334.,Botiº-Griguþã Augustin,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=6&leg=1992&cam=1
334,,335.,Botnariu Emanuel-Gabriel,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=14&leg=2016&cam=1
335,,336.,Botnaru Sorin-Theodor,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=47&leg=1990&cam=2
336,,337.,Bottez Sorin-Mircea,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=48&leg=1990&cam=2
337,,338.,Boulescu Mircea,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=7&leg=1992&cam=1
338,,339.,Boureanu Cristian Alexandru,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=44&leg=2008&cam=2
339,,340.,Bozgã Ion,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=351&leg=2000&cam=2
340,,341.,Bozianu Nicoleta-Cãtãlina,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=48&leg=2016&cam=2
341,,342.,Brahaº (Viþu Ionel) Cornel,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=44&leg=1992&cam=2
342,,343.,Bran Vasile,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=54&leg=2000&cam=2
343,,344.,Brandsch Ingmar,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=50&leg=1990&cam=2
344,,345.,Bran-Voinea Ioana,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=49&leg=2016&cam=2
345,,346.,Bratu Emilian,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=48&leg=1992&cam=2
346,,347.,Brãdiºteanu ªerban Alexandru,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=15&leg=2000&cam=1
347,,348.,Brãiloiu Tit-Liviu,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=15&leg=2016&cam=1
348,,349.,Brãneanu Dumitru,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=46&leg=1992&cam=2
349,,350.,Brãtianu Ion,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=52&leg=1990&cam=2
350,,351.,Brãtianu Matei Radu,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=45&leg=2008&cam=2
351,,352.,Brânzan Emilian,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1148&leg=1996&cam=1
352,,353.,Brânzei Gheorghe,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=47&leg=1992&cam=2
353,,354.,Breaz Valer-Daniel,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=16&leg=2016&cam=1
354,,355.,Brenduº Iuliu,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=53&leg=1990&cam=2
355,,356.,Brezeanu Flaviu-George,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=381&leg=1992&cam=2
356,,357.,Brezniceanu Alexandru,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=236&leg=1996&cam=2
357,,358.,Brînzan Ovidiu,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=311&leg=2004&cam=2
358,,359.,Brînzã William Gabriel,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=46&leg=2008&cam=2
359,,360.,Broscãþeanu Ioan,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=8&leg=1992&cam=1
360,,361.,Bruchental-Pop Ionela,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=78&leg=2004&cam=2
361,,362.,Brück Werner Horst,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=343&leg=1996&cam=2
362,,363.,Brudaºcu Dan,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=56&leg=2000&cam=2
363,,364.,Buchwald Petre Constantin,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=9&leg=1992&cam=1
364,,365.,Buciu Angela,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=33&leg=2004&cam=2
365,,366.,Buciuta ªtefan,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=47&leg=2008&cam=2
366,,367.,Bucur Constantin,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=57&leg=2000&cam=2
367,,368.,Bucur Constantin-Alin,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=44&leg=2012&cam=2
368,,369.,Bucur Coriolan,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=50&leg=1992&cam=2
369,,370.,Bucur Corneliu Ioan,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1172&leg=1996&cam=1
370,,371.,Bucur Dionisie,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=136&leg=2000&cam=1
371,,372.,Bucur Mihail,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=51&leg=1992&cam=2
372,,373.,Bucur Mircea,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=58&leg=2000&cam=2
373,,374.,Bucura-Oprescu Simona,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=50&leg=2016&cam=2
374,,375.,Bud Nicolae,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=48&leg=2008&cam=2
375,,376.,Buda Cezar,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=97&leg=1990&cam=1
376,,377.,Buda Daniel,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=49&leg=2008&cam=2
377,,378.,Buda Ioan,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=178&leg=2004&cam=2
378,,379.,Buda Viorel-Vasile,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=50&leg=2008&cam=2
379,,380.,Budãi Marius-Constantin,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=51&leg=2016&cam=2
380,,381.,Budeanu Radu,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=251&leg=1996&cam=2
381,,382.,Budurescu Daniel-Stamate,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=46&leg=2012&cam=2
382,,383.,Buga Florea,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=59&leg=2000&cam=2
383,,384.,Buhãianu-Obuf Cãtãlin Ovidiu,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=52&leg=2008&cam=2
384,,385.,Buican Cristian,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=52&leg=2016&cam=2
385,,386.,Buicu Corneliu-Florin,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=53&leg=2016&cam=2
386,,387.,Bujor Dumitru Marcel,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=28&leg=2012&cam=1
387,,388.,Bujor Liviu,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=73&leg=1996&cam=2
388,,389.,Bulacu Romulus,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=17&leg=2016&cam=1
389,,390.,Bulai Iulian,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=54&leg=2016&cam=2
390,,391.,Bumb Sorin-Ioan,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=55&leg=2016&cam=2
391,,392.,Bumbu Octavian-Liviu,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=29&leg=2012&cam=1
392,,393.,Bunduc Gheorghe,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=11&leg=2000&cam=1
393,,394.,Bunea Doina,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=162&leg=2000&cam=1
394,,395.,Buracu Mihail,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=10&leg=1992&cam=1
395,,396.,Buraga Ioan,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=154&leg=2000&cam=1
396,,397.,Burcã Petru,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=53&leg=1992&cam=2
397,,398.,Burcãu Doina,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=54&leg=2008&cam=2
398,,399.,Burcea Nicolae,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=11&leg=1990&cam=1
399,,400.,Burciu Cristina,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=56&leg=2016&cam=2
400,,401.,Burduja Marinel,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=58&leg=1990&cam=2
401,,402.,Burghelea Ioan,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1024&leg=1996&cam=1
402,,403.,Burlacu Cristian-Ion,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=55&leg=2008&cam=2
403,,404.,Burlacu ªtefan,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=49&leg=2012&cam=2
404,,405.,Burlacu Viorel,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=303&leg=1996&cam=2
405,,406.,Burlea Marin,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=30&leg=2012&cam=1
406,,407.,Burnei Ion,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=56&leg=2008&cam=2
407,,408.,Burtea Marcu,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1025&leg=1996&cam=1
408,,409.,Buruianã Florin,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1026&leg=1996&cam=1
409,,410.,Buruianã Aprodu Daniela,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=2&leg=2004&cam=2
410,,411.,Buºoi Cristian Silviu,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=317&leg=2004&cam=2
411,,412.,Buºoi Diana Maria,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=358&leg=2004&cam=2
412,,413.,Buta Sorin Gheorghe,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=57&leg=2008&cam=2
413,,414.,Butnaru Florinel,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=31&leg=2012&cam=1
414,,415.,Butnaru Vasile,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=348&leg=2004&cam=2
415,,416.,Butulescu Valeriu,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=60&leg=1990&cam=2
416,,417.,Butunoi Ionel Daniel,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=18&leg=2016&cam=1
417,,418.,Buza Tiberiu Simion,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=158&leg=2000&cam=1
418,,419.,Buzatu Dan Horaþiu,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=144&leg=2004&cam=2
419,,420.,Buzatu Dumitru,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=62&leg=2000&cam=2
420,,421.,Buzatu Gheorghe,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=108&leg=2000&cam=1
421,,422.,Buzã Constantin,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=18&leg=2000&cam=1
422,,423.,Buzea Cristian Valeriu,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=57&leg=2004&cam=2
423,,424.,Buzicã Emilian,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=12&leg=1992&cam=1
424,,425.,Cadariu Constantin-Daniel,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=19&leg=2016&cam=1
425,,426.,Cadãr Leonard,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=33&leg=2012&cam=1
426,,427.,Cajal Nicolae,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=12&leg=1990&cam=1
427,,428.,Calance Dumitru,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=56&leg=1992&cam=2
428,,429.,Calcan Valentin Gigel,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=34&leg=2012&cam=1
429,,430.,Calimente Mihãiþã,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=50&leg=2012&cam=2
430,,431.,Calinic Argatu Constantin,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=13&leg=1990&cam=2
431,,432.,Calista Mara-Daniela,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=57&leg=2016&cam=2
432,,433.,Caloianu Mario-Ernest,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=51&leg=2012&cam=2
433,,434.,Calotã Floricã Icã,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=58&leg=2016&cam=2
434,,435.,Calotã Lupu Floarea,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=58&leg=1992&cam=2
435,,436.,Canacheu Costicã,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=53&leg=2012&cam=2
436,,437.,Cantaragiu Bogdan,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=60&leg=2008&cam=2
437,,438.,Caracota Iancu,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=20&leg=2016&cam=1
438,,439.,Caraman Petru,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1029&leg=1996&cam=1
439,,440.,Carp Mihai,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=63&leg=1990&cam=2
440,,441.,Casapu Alexandru,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=59&leg=1992&cam=2
441,,442.,Cataramã Viorel,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1030&leg=1996&cam=1
442,,443.,Catargiu Daniel,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=64&leg=1990&cam=2
443,,444.,Catarig Ioan,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=60&leg=1992&cam=2
444,,445.,Cautiº Vasile,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=152&leg=2000&cam=1
445,,446.,Cazacu Cornelia,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=12&leg=2004&cam=1
446,,447.,Cazacu Vasile-Mircea,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=48&leg=1996&cam=2
447,,448.,Cazan Mircea-Vasile,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=21&leg=2016&cam=1
448,,449.,Cazan Romeo Gheorghe Leonard,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=168&leg=2004&cam=2
449,,450.,Cazanciuc Robert-Marius,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=22&leg=2016&cam=1
450,,451.,Cazimir ªtefan,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=352&leg=2000&cam=2
451,,452.,Cãciulã Aurel,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=59&leg=2016&cam=2
452,,453.,Cãileanu Tiberius,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=431&leg=1990&cam=2
453,,454.,Cãlian Petru,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=63&leg=2008&cam=2
454,,455.,Cãlin Ion,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=60&leg=2016&cam=2
455,,456.,Cãlin Nestor,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=57&leg=1992&cam=2
456,,457.,Cãlueanu Dumitru,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=24&leg=1992&cam=1
457,,458.,Cãncescu Aristotel Adrian,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1028&leg=1996&cam=1
458,,459.,Cãpãþînã Octavian-Dan,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=67&leg=1990&cam=2
459,,460.,Cãprar Dorel-Gheorghe,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=61&leg=2016&cam=2
460,,461.,Cãrare Viorel,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=61&leg=2008&cam=2
